scenario,horizon_days,warmup_days,forecaster,reward_mode,ga_mode,replication,policy,total_cost,holding_cost,stockout_cost,ordering_cost,routing_cost,fill_rate,stockout_rate
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,16,DYNAMIC,19670529.2416952,115847.21902772454,19476085.781938206,51564.51951021671,27031.72121905057,0.5057614517882935,0.5128205128205128
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,16,DYN_FC,23418190.4324176,11593762.111810992,10625713.328568162,1019963.6268140664,178751.36522437938,0.7526320892401034,0.2564102564102564
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,16,BASESTOCK,23231356.05984073,11496632.690791486,10549663.814648155,1000698.8925654736,184360.6618356181,0.7567994060063034,0.2478632478632478
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,16,AI,12739428.395432806,2259312.9061679123,10160533.00954689,270093.7642107923,49488.71550720917,0.7698489049932716,0.2307692307692307
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,17,STATIC,23328982.631743524,42569.86091789749,23228105.50857645,34043.72614798148,24263.536101195747,0.4508337173715741,0.5854700854700855
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,17,DYNAMIC,20897010.069513675,169514.19725923127,20647396.460003644,52686.00993308216,27413.40231771917,0.5074922702938465,0.5170940170940171
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,17,DYN_FC,25169814.59778532,14289347.907802086,9597309.164005827,1089378.8837176713,193778.6422597322,0.7609025513164206,0.235042735042735
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,17,BASESTOCK,24837189.0885459,13914350.120477274,9671681.494534958,1062052.0352751375,189105.4382585304,0.7584916398165027,0.2393162393162393
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,17,AI,15906424.862756012,1805871.808346523,13820528.225716272,236332.04368444328,43692.78500877239,0.6785670534179854,0.3205128205128205
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,18,STATIC,22090125.63961375,9081.65135689602,22028929.89640986,29119.533929996847,22994.55791699922,0.4598757821077249,0.6282051282051282
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,18,DYNAMIC,19101666.858721755,74331.20074211874,18952355.399736587,48438.04722409471,26542.211018955437,0.5008829124569112,0.5256410256410257
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,18,DYN_FC,21028033.42382201,10163171.706147144,9861175.321501626,846992.222994597,156694.17317864764,0.7743478358684485,0.2393162393162393
SUPPLY_DISRUPTION,180,54,lstm_rf,inventory_plus_routing,on,18,BASESTOCK,22701096.31854852,10911844.947574371,10718085.045968488,904216.806721648,166949.518284011,0.7577711393794617,0.2521367521367521
